[computeDictionary] Generating visual words...
pixel 7560: 37 34 15
pixel 7561: 58 55 20
pixel 7562: 88 87 38
pixel 7563: 120 121 62
pixel 7564: 103 108 37
pixel 7565: 89 94 7
pixel 7566: 103 100 1
pixel 7567: 142 124 22
pixel 7568: 169 140 39
pixel 7569: 172 132 40
pixel 7570: 165 106 27
pixel 7571: 146 64 2
pixel 7572: 157 52 3
pixel 7573: 167 49 3
pixel 7574: 177 50 7
pixel 7575: 206 85 36
pixel 7576: 221 107 45
pixel 7577: 237 133 61
pixel 7578: 238 134 58
pixel 7579: 230 120 50
pixel 7580: 218 100 42
pixel 7581: 201 69 25
pixel 7582: 198 52 22
pixel 7583: 202 48 26
pixel 7584: 202 43 24
pixel 7585: 194 45 12
pixel 7586: 175 48 1
pixel 7587: 165 63 1
pixel 7588: 218 132 38
pixel 7589: 224 151 46
pixel 7590: 235 159 59
pixel 7591: 221 131 41
pixel 7592: 202 104 18
pixel 7593: 216 120 28
pixel 7594: 244 158 52
pixel 7595: 234 170 38
pixel 7596: 220 175 22
pixel 7597: 215 180 13
pixel 7598: 212 183 10
pixel 7599: 211 180 9
pixel 7600: 227 183 27
pixel 7601: 191 128 1
pixel 7602: 159 80 1
pixel 7603: 173 75 1
pixel 7604: 175 62 1
pixel 7605: 208 84 24
pixel 7606: 225 97 41
pixel 7607: 231 101 51
pixel 7608: 221 82 39
pixel 7609: 212 63 30
pixel 7610: 210 54 26
pixel 7611: 205 46 19
pixel 7612: 201 49 13
pixel 7613: 189 49 1
pixel 7614: 187 71 3
pixel 7615: 238 153 48
pixel 7616: 228 159 30
pixel 7617: 230 164 30
pixel 7618: 226 167 24
pixel 7619: 222 164 26
pixel 7620: 208 159 18
pixel 7621: 192 149 10
pixel 7622: 196 157 10
pixel 7623: 203 173 27
pixel 7624: 177 157 25
pixel 7625: 117 109 5
pixel 7626: 111 105 7
pixel 7627: 164 150 68
pixel 7628: 184 165 86
pixel 7629: 157 127 41
pixel 7630: 170 130 18
pixel 7631: 179 130 5
pixel 7632: 198 150 18
pixel 7633: 208 161 26
pixel 7634: 201 153 25
pixel 7635: 147 96 1
pixel 7636: 145 95 17
pixel 7637: 191 140 45
pixel 7638: 218 169 64
pixel 7639: 202 155 36
pixel 7640: 194 148 10
pixel 7641: 209 163 13
pixel 7642: 221 176 19
pixel 7643: 220 178 16
pixel 7644: 215 181 15
pixel 7645: 204 183 14
pixel 7646: 190 172 6
pixel 7647: 180 166 4
pixel 7648: 185 173 9
pixel 7649: 204 191 26
pixel 7650: 221 204 31
pixel 7651: 229 209 33
pixel 7652: 213 193 13
pixel 7653: 191 170 1
pixel 7654: 147 134 1
pixel 7655: 133 125 1
pixel 7656: 143 134 1
pixel 7657: 166 157 12
pixel 7658: 165 149 13
pixel 7659: 135 108 1
pixel 7660: 159 120 1
pixel 7661: 159 110 1
pixel 7662: 135 76 1
pixel 7663: 178 106 10
pixel 7664: 149 67 1
pixel 7665: 178 94 14
pixel 7666: 148 62 0
pixel 7667: 164 77 6
pixel 7668: 196 123 26
pixel 7669: 195 141 19
pixel 7670: 178 141 0
pixel 7671: 177 147 1
pixel 7672: 175 148 1
pixel 7673: 170 150 2
pixel 7674: 173 151 1
pixel 7675: 173 153 1
pixel 7676: 181 159 1
pixel 7677: 217 192 35
pixel 7678: 213 192 55
pixel 7679: 160 148 40
pixel 7680: 56 53 2
pixel 7681: 34 35 0
pixel 7682: 22 21 24
pixel 7683: 26 24 22
pixel 7684: 29 26 23
pixel 7685: 34 29 16
pixel 7686: 37 29 9
pixel 7687: 71 64 29
pixel 7688: 120 116 52
pixel 7689: 154 144 54
pixel 7690: 169 156 51
pixel 7691: 166 151 44
pixel 7692: 152 137 34
pixel 7693: 151 135 39
pixel 7694: 175 154 65
pixel 7695: 160 130 48
pixel 7696: 147 101 23
pixel 7697: 141 70 7
pixel 7698: 158 52 10
pixel 7699: 181 46 19
pixel 7700: 186 38 18
pixel 7701: 191 41 15
pixel 7702: 186 50 6
pixel 7703: 189 81 9
pixel 7704: 215 142 21
pixel 7705: 208 155 14
pixel 7706: 204 158 8
pixel 7707: 208 168 12
pixel 7708: 211 167 19
pixel 7709: 222 164 34
pixel 7710: 225 142 39
pixel 7711: 175 72 1
pixel 7712: 190 58 10
pixel 7713: 198 47 20
pixel 7714: 198 41 12
pixel 7715: 191 52 5
pixel 7716: 195 76 1
pixel 7717: 233 147 33
pixel 7718: 221 168 23
pixel 7719: 205 168 7
pixel 7720: 209 173 13
pixel 7721: 208 173 10
pixel 7722: 211 178 9
pixel 7723: 210 181 4
pixel 7724: 208 184 0
pixel 7725: 209 185 1
pixel 7726: 212 186 4
pixel 7727: 222 185 16
pixel 7728: 195 132 1
pixel 7729: 179 88 1
pixel 7730: 179 65 3
pixel 7731: 182 53 0
pixel 7732: 189 58 3
pixel 7733: 216 108 20
pixel 7734: 244 161 46
pixel 7735: 230 161 32
pixel 7736: 228 166 36
pixel 7737: 237 162 55
pixel 7738: 222 121 48
pixel 7739: 202 76 26
pixel 7740: 199 54 17
pixel 7741: 197 51 9
pixel 7742: 195 63 3
pixel 7743: 208 110 8
pixel 7744: 237 168 35
pixel 7745: 218 166 14
pixel 7746: 200 157 2
pixel 7747: 187 144 1
pixel 7748: 189 154 3
pixel 7749: 203 173 31
pixel 7750: 176 154 24
pixel 7751: 109 99 1
pixel 7752: 107 106 9
pixel 7753: 157 154 63
pixel 7754: 188 177 82
pixel 7755: 172 148 44
pixel 7756: 175 139 27
pixel 7757: 179 130 9
pixel 7758: 167 103 3
pixel 7759: 213 144 27
pixel 7760: 211 145 35
pixel 7761: 149 91 1
pixel 7762: 153 100 23
pixel 7763: 189 139 53
pixel 7764: 214 169 68
pixel 7765: 195 152 37
pixel 7766: 192 150 20
pixel 7767: 209 169 21
pixel 7768: 216 179 18
pixel 7769: 215 181 11
pixel 7770: 214 184 6
pixel 7771: 211 187 3
pixel 7772: 206 190 2
pixel 7773: 204 189 2
pixel 7774: 205 191 5
pixel 7775: 214 196 14
pixel 7776: 225 205 25
pixel 7777: 231 206 25
pixel 7778: 219 194 13
pixel 7779: 204 179 2
pixel 7780: 187 162 1
pixel 7781: 132 113 2
pixel 7782: 137 123 1
pixel 7783: 157 147 9
pixel 7784: 172 158 20
pixel 7785: 172 150 12
pixel 7786: 178 145 12
pixel 7787: 159 110 1
pixel 7788: 154 89 0
pixel 7789: 145 67 1
pixel 7790: 146 60 2
pixel 7791: 171 78 9
pixel 7792: 157 67 1
pixel 7793: 167 84 1
pixel 7794: 196 120 16
pixel 7795: 203 138 17
pixel 7796: 189 141 5
pixel 7797: 177 145 1
pixel 7798: 171 148 1
pixel 7799: 171 148 1
pixel 7800: 172 149 2
pixel 7801: 176 151 2
pixel 7802: 175 152 1
pixel 7803: 175 154 1
pixel 7804: 196 180 12
pixel 7805: 203 184 21
pixel 7806: 192 174 28
pixel 7807: 175 165 47
pixel 7808: 44 40 0
pixel 7809: 43 40 1
pixel 7810: 28 26 24
pixel 7811: 35 31 23
pixel 7812: 42 34 14
pixel 7813: 72 66 24
pixel 7814: 132 126 64
pixel 7815: 152 146 56
pixel 7816: 172 162 40
pixel 7817: 181 166 19
pixel 7818: 186 166 10
pixel 7819: 188 168 8
pixel 7820: 190 167 8
pixel 7821: 193 168 15
pixel 7822: 195 164 25
pixel 7823: 202 160 38
pixel 7824: 181 123 17
pixel 7825: 176 95 14
pixel 7826: 189 74 23
pixel 7827: 193 55 25
pixel 7828: 196 43 30
pixel 7829: 198 40 26
pixel 7830: 199 41 23
pixel 7831: 191 46 9
pixel 7832: 178 52 2
pixel 7833: 169 63 1
pixel 7834: 184 98 0
pixel 7835: 199 130 1
pixel 7836: 202 150 2
pixel 7837: 208 156 16
pixel 7838: 194 132 18
pixel 7839: 167 84 1
pixel 7840: 177 61 5
pixel 7841: 193 48 15
pixel 7842: 196 46 8
pixel 7843: 191 57 3
pixel 7844: 240 127 46
pixel 7845: 232 149 34
pixel 7846: 212 157 14
pixel 7847: 194 149 0
pixel 7848: 188 139 2
pixel 7849: 180 132 0
pixel 7850: 181 131 1
pixel 7851: 184 135 2
pixel 7852: 191 148 1
pixel 7853: 195 158 1
pixel 7854: 208 172 4
pixel 7855: 220 178 20
pixel 7856: 226 162 34
pixel 7857: 183 85 3
pixel 7858: 187 63 7
pixel 7859: 196 55 14
pixel 7860: 202 49 16
pixel 7861: 197 57 5
pixel 7862: 185 63 1
pixel 7863: 189 85 1
pixel 7864: 210 117 8
pixel 7865: 201 111 5
pixel 7866: 187 88 1
pixel 7867: 179 62 1
pixel 7868: 191 59 3
pixel 7869: 192 60 4
pixel 7870: 220 103 26
pixel 7871: 237 150 43
pixel 7872: 204 141 10
pixel 7873: 192 141 2
pixel 7874: 196 155 10
pixel 7875: 203 166 33
pixel 7876: 174 149 36
pixel 7877: 109 89 1
pixel 7878: 134 116 34
pixel 7879: 167 151 71
pixel 7880: 191 169 83
pixel 7881: 177 145 41
pixel 7882: 169 127 9
pixel 7883: 185 134 11
pixel 7884: 185 129 5
pixel 7885: 218 151 28
pixel 7886: 195 131 19
pixel 7887: 147 84 1
pixel 7888: 158 98 2
pixel 7889: 198 145 44
pixel 7890: 207 159 55
pixel 7891: 194 150 30
pixel 7892: 190 147 12
pixel 7893: 200 153 10
pixel 7894: 217 172 19
pixel 7895: 219 183 15
pixel 7896: 213 186 7
pixel 7897: 209 188 3
pixel 7898: 209 189 5
pixel 7899: 207 188 5
pixel 7900: 209 191 5
pixel 7901: 216 198 12
pixel 7902: 226 207 20
pixel 7903: 231 211 23
pixel 7904: 218 196 10
pixel 7905: 199 176 1
pixel 7906: 191 166 1
pixel 7907: 183 160 1
pixel 7908: 179 154 1
pixel 7909: 178 150 2
pixel 7910: 159 130 1
pixel 7911: 142 107 0
pixel 7912: 166 123 0
pixel 7913: 163 110 1
pixel 7914: 139 76 1
pixel 7915: 162 83 0
pixel 7916: 173 85 5
pixel 7917: 177 88 7
pixel 7918: 171 79 3
pixel 7919: 191 102 17
pixel 7920: 181 105 5
pixel 7921: 189 131 9
pixel 7922: 188 141 6
pixel 7923: 181 143 1
pixel 7924: 175 150 1
pixel 7925: 170 149 0
pixel 7926: 168 147 2
pixel 7927: 169 147 1
pixel 7928: 170 150 2
pixel 7929: 177 153 1
pixel 7930: 174 145 0
pixel 7931: 171 136 1
pixel 7932: 182 147 0
pixel 7933: 176 145 2
pixel 7934: 159 137 7
pixel 7935: 78 61 0
pixel 7936: 60 39 2
pixel 7937: 44 26 0
pixel 7938: 27 21 15
pixel 7939: 90 82 54
pixel 7940: 144 130 72
pixel 7941: 163 145 59
pixel 7942: 174 159 48
pixel 7943: 180 165 30
pixel 7944: 184 170 12
pixel 7945: 187 172 1
pixel 7946: 187 172 1
pixel 7947: 191 174 1
pixel 7948: 192 173 2
pixel 7949: 191 173 3
pixel 7950: 190 172 2
pixel 7951: 191 167 3
pixel 7952: 194 165 8
pixel 7953: 203 164 21
pixel 7954: 207 156 33
pixel 7955: 213 142 43
pixel 7956: 207 114 41
pixel 7957: 191 84 25
pixel 7958: 187 60 21
pixel 7959: 194 51 24
pixel 7960: 199 45 23
pixel 7961: 201 46 19
pixel 7962: 196 46 12
pixel 7963: 193 53 9
pixel 7964: 187 58 1
pixel 7965: 183 58 1
pixel 7966: 185 55 1
pixel 7967: 191 55 7
pixel 7968: 195 53 15
pixel 7969: 201 63 21
pixel 7970: 234 104 50
pixel 7971: 231 119 51
pixel 7972: 197 94 15
pixel 7973: 175 76 1
pixel 7974: 173 67 1
pixel 7975: 183 66 1
pixel 7976: 189 62 3
pixel 7977: 192 62 4
pixel 7978: 193 60 7
pixel 7979: 191 66 5
pixel 7980: 183 76 1
pixel 7981: 208 119 14
pixel 7982: 229 159 25
pixel 7983: 218 168 18
pixel 7984: 217 167 25
pixel 7985: 224 161 38
pixel 7986: 210 129 32
pixel 7987: 198 97 24
pixel 7988: 198 71 20
pixel 7989: 203 62 21
pixel 7990: 210 60 22
pixel 7991: 209 61 21
pixel 7992: 209 63 17
pixel 7993: 206 63 16
pixel 7994: 199 61 11
pixel 7995: 213 81 25
pixel 7996: 231 108 41
pixel 7997: 241 130 47
pixel 7998: 227 139 35
pixel 7999: 194 132 6
pixel 8000: 205 154 19
pixel 8001: 207 162 29
pixel 8002: 175 132 17
pixel 8003: 132 92 0
pixel 8004: 159 121 27
pixel 8005: 193 154 63
pixel 8006: 197 156 63
pixel 8007: 188 142 40
pixel 8008: 171 122 9
pixel 8009: 170 118 2
pixel 8010: 188 134 4
pixel 8011: 208 159 26
pixel 8012: 180 142 12
pixel 8013: 122 101 0
pixel 8014: 129 114 7
pixel 8015: 177 163 37
pixel 8016: 188 170 44
pixel 8017: 184 159 26
pixel 8018: 178 144 2
pixel 8019: 193 157 5
pixel 8020: 210 173 8
pixel 8021: 215 181 11
pixel 8022: 214 182 6
pixel 8023: 212 185 2
pixel 8024: 211 187 3
pixel 8025: 210 186 2
pixel 8026: 212 188 4
pixel 8027: 221 198 15
pixel 8028: 228 208 24
pixel 8029: 228 209 26
pixel 8030: 218 198 14
pixel 8031: 199 178 1
pixel 8032: 190 166 2
pixel 8033: 187 162 1
pixel 8034: 184 161 2
pixel 8035: 187 160 1
pixel 8036: 185 150 7
pixel 8037: 152 106 0
pixel 8038: 139 68 1
pixel 8039: 151 62 1
pixel 8040: 164 67 2
pixel 8041: 176 76 8
pixel 8042: 190 96 22
pixel 8043: 178 89 12
pixel 8044: 165 84 3
pixel 8045: 165 91 9
pixel 8046: 188 116 20
pixel 8047: 177 115 9
pixel 8048: 136 84 0
pixel 8049: 176 132 4
pixel 8050: 178 143 4
pixel 8051: 174 145 0
pixel 8052: 172 149 2
pixel 8053: 169 147 1
pixel 8054: 169 147 1
pixel 8055: 172 148 0
pixel 8056: 164 135 2
pixel 8057: 150 118 2
pixel 8058: 157 119 1
pixel 8059: 154 116 2
pixel 8060: 135 100 1
pixel 8061: 79 52 1
pixel 8062: 56 39 2
pixel 8063: 42 32 2
pixel 8064: 32 28 8
pixel 8065: 26 24 10
pixel 8066: 34 27 12
pixel 8067: 97 86 47
pixel 8068: 129 113 37
pixel 8069: 141 121 17
pixel 8070: 162 138 18
pixel 8071: 173 152 15
pixel 8072: 177 160 7
pixel 8073: 182 166 2
pixel 8074: 189 171 1
pixel 8075: 190 171 0
pixel 8076: 191 172 1
pixel 8077: 191 176 1
pixel 8078: 194 177 4
pixel 8079: 191 177 3
pixel 8080: 193 172 3
pixel 8081: 194 174 6
pixel 8082: 196 174 8
pixel 8083: 195 172 9
pixel 8084: 198 167 16
pixel 8085: 202 164 22
pixel 8086: 211 159 39
pixel 8087: 213 136 47
pixel 8088: 193 88 27
pixel 8089: 193 66 23
pixel 8090: 204 62 28
pixel 8091: 203 49 23
pixel 8092: 203 45 23
pixel 8093: 204 45 22
pixel 8094: 202 51 20
pixel 8095: 224 76 36
pixel 8096: 247 112 61
pixel 8097: 251 129 67
pixel 8098: 197 75 13
pixel 8099: 182 60 2
pixel 8100: 185 59 5
pixel 8101: 191 50 5
pixel 8102: 202 62 18
pixel 8103: 213 78 27
pixel 8104: 242 117 56
pixel 8105: 249 132 59
pixel 8106: 231 120 37
pixel 8107: 221 130 31
pixel 8108: 235 164 41
pixel 8109: 227 169 31
pixel 8110: 226 176 26
pixel 8111: 218 172 18
pixel 8112: 179 130 1
pixel 8113: 156 98 0
pixel 8114: 140 75 2
pixel 8115: 187 118 5
pixel 8116: 223 146 41
pixel 8117: 228 150 48
pixel 8118: 237 154 51
pixel 8119: 238 157 52
pixel 8120: 238 154 46
pixel 8121: 241 156 47
pixel 8122: 237 157 41
pixel 8123: 227 152 29
pixel 8124: 205 134 7
pixel 8125: 205 143 9
pixel 8126: 209 156 15
pixel 8127: 206 163 20
pixel 8128: 161 119 1
pixel 8129: 134 92 2
pixel 8130: 177 134 11
pixel 8131: 206 162 46
pixel 8132: 201 154 31
pixel 8133: 175 124 1
pixel 8134: 183 122 1
pixel 8135: 195 133 7
pixel 8136: 195 143 15
pixel 8137: 199 166 37
pixel 8138: 158 138 14
pixel 8139: 108 103 2
pixel 8140: 111 117 3
pixel 8141: 166 173 64
pixel 8142: 178 176 58
pixel 8143: 177 161 33
pixel 8144: 178 152 14
pixel 8145: 178 144 2
pixel 8146: 199 161 7
pixel 8147: 197 163 1
pixel 8148: 207 176 1
pixel 8149: 212 184 4
pixel 8150: 210 186 2
pixel 8151: 209 187 1
pixel 8152: 212 191 2
pixel 8153: 223 199 15
pixel 8154: 230 206 22
pixel 8155: 230 209 28
pixel 8156: 216 194 16
pixel 8157: 196 175 2
pixel 8158: 185 163 1
pixel 8159: 182 160 2
pixel 8160: 186 162 2
pixel 8161: 182 159 0
pixel 8162: 184 159 2
pixel 8163: 186 157 4
pixel 8164: 189 152 11
pixel 8165: 138 88 2
pixel 8166: 165 93 5
pixel 8167: 186 95 12
pixel 8168: 159 62 1
pixel 8169: 183 86 9
pixel 8170: 192 103 22
pixel 8171: 182 107 16
pixel 8172: 165 104 3
pixel 8173: 162 104 2
pixel 8174: 184 123 22
pixel 8175: 125 65 1
pixel 8176: 141 81 1
pixel 8177: 171 122 9
pixel 8178: 177 138 11
pixel 8179: 177 147 5
pixel 8180: 170 148 2
pixel 8181: 171 148 1
pixel 8182: 161 133 1
pixel 8183: 157 123 1
pixel 8184: 163 122 1
pixel 8185: 149 106 3
pixel 8186: 135 91 3
pixel 8187: 90 52 2
pixel 8188: 57 25 1
pixel 8189: 50 26 2
pixel 8190: 39 25 3
pixel 8191: 29 24 15
pixel 8192: 25 26 23
pixel 8193: 22 23 24
pixel 8194: 47 41 27
pixel 8195: 87 79 47
pixel 8196: 98 84 30
pixel 8197: 123 106 29
pixel 8198: 133 112 23
pixel 8199: 134 115 8
pixel 8200: 139 123 3
pixel 8201: 153 137 1
pixel 8202: 166 150 2
pixel 8203: 176 157 2
pixel 8204: 182 164 2
pixel 8205: 188 169 2
pixel 8206: 191 172 1
pixel 8207: 192 176 0
pixel 8208: 195 175 3
pixel 8209: 197 176 3
pixel 8210: 193 176 3
pixel 8211: 195 177 3
pixel 8212: 195 177 3
pixel 8213: 199 178 5
pixel 8214: 197 175 5
pixel 8215: 203 173 15
pixel 8216: 213 168 27
pixel 8217: 222 161 40
pixel 8218: 214 138 34
pixel 8219: 205 110 23
pixel 8220: 196 85 10
pixel 8221: 211 98 17
pixel 8222: 241 136 43
pixel 8223: 247 152 45
pixel 8224: 244 156 40
pixel 8225: 180 82 0
pixel 8226: 192 72 0
pixel 8227: 191 49 3
pixel 8228: 194 45 8
pixel 8229: 194 46 6
pixel 8230: 225 99 25
pixel 8231: 249 156 47
pixel 8232: 234 167 32
pixel 8233: 217 167 17
pixel 8234: 215 174 13
pixel 8235: 212 181 10
pixel 8236: 210 182 10
pixel 8237: 217 185 17
pixel 8238: 193 153 1
pixel 8239: 159 102 1
pixel 8240: 176 83 2
pixel 8241: 171 56 1
pixel 8242: 185 61 1
pixel 8243: 171 52 1
pixel 8244: 206 111 0
pixel 8245: 235 172 29
pixel 8246: 214 172 10
pixel 8247: 212 178 12
pixel 8248: 205 173 5
pixel 8249: 197 163 1
pixel 8250: 196 158 0
pixel 8251: 197 153 1
pixel 8252: 202 157 12
pixel 8253: 205 159 21
pixel 8254: 151 108 1
pixel 8255: 139 102 9
pixel 8256: 176 139 22
pixel 8257: 201 166 43
pixel 8258: 198 162 34
pixel 8259: 197 154 23
pixel 8260: 192 143 10
pixel 8261: 181 129 1
pixel 8262: 195 144 9
pixel 8263: 209 167 33
pixel 8264: 150 128 14
pixel 8265: 101 99 1
pixel 8266: 118 122 10
pixel 8267: 165 162 55
pixel 8268: 178 170 58
pixel 8269: 183 161 35
pixel 8270: 187 155 15
pixel 8271: 201 161 13
pixel 8272: 211 170 17
pixel 8273: 201 158 7
pixel 8274: 191 146 1
pixel 8275: 199 162 1
pixel 8276: 211 177 7
pixel 8277: 209 181 5
pixel 8278: 213 188 7
pixel 8279: 220 199 14
pixel 8280: 233 212 27
pixel 8281: 232 212 28
pixel 8282: 221 198 19
pixel 8283: 204 180 4
pixel 8284: 185 161 1
pixel 8285: 164 145 2
pixel 8286: 158 139 0
pixel 8287: 180 160 0
pixel 8288: 178 158 2
pixel 8289: 181 161 1
pixel 8290: 182 162 2
pixel 8291: 190 161 8
pixel 8292: 180 141 2
pixel 8293: 142 94 2
pixel 8294: 155 90 1
pixel 8295: 169 91 1
pixel 8296: 169 91 1
pixel 8297: 177 101 1
pixel 8298: 196 129 26
pixel 8299: 192 133 26
pixel 8300: 167 108 1
pixel 8301: 159 92 1
pixel 8302: 153 73 1
pixel 8303: 178 93 8
pixel 8304: 149 73 1
pixel 8305: 189 134 23
pixel 8306: 180 138 12
pixel 8307: 179 144 9
pixel 8308: 166 134 2
pixel 8309: 146 109 0
pixel 8310: 147 104 1
pixel 8311: 166 118 10
pixel 8312: 153 105 9
pixel 8313: 103 62 1
pixel 8314: 59 28 1
pixel 8315: 45 21 1
pixel 8316: 43 26 1
pixel 8317: 33 23 9
pixel 8318: 26 23 16
pixel 8319: 25 23 21
pixel 8320: 25 25 25
pixel 8321: 25 25 25
pixel 8322: 39 35 27
pixel 8323: 82 77 60
pixel 8324: 95 89 59
pixel 8325: 99 94 53
pixel 8326: 89 82 31
pixel 8327: 94 84 22
pixel 8328: 103 93 15
pixel 8329: 108 96 0
pixel 8330: 123 110 1
pixel 8331: 141 125 5
pixel 8332: 145 129 1
pixel 8333: 156 137 2
pixel 8334: 173 149 1
pixel 8335: 183 162 1
pixel 8336: 191 168 1
pixel 8337: 193 171 1
pixel 8338: 193 173 1
pixel 8339: 195 176 1
pixel 8340: 196 179 2
pixel 8341: 197 181 1
pixel 8342: 199 180 1
pixel 8343: 198 179 0
pixel 8344: 201 179 1
pixel 8345: 204 177 2
pixel 8346: 203 173 3
pixel 8347: 208 170 8
pixel 8348: 213 172 11
pixel 8349: 218 174 10
pixel 8350: 221 178 11
pixel 8351: 220 174 12
pixel 8352: 227 171 27
pixel 8353: 192 107 2
pixel 8354: 179 58 1
pixel 8355: 193 46 7
pixel 8356: 202 44 14
pixel 8357: 198 43 4
pixel 8358: 201 72 3
pixel 8359: 204 109 2
pixel 8360: 218 149 12
pixel 8361: 221 172 15
pixel 8362: 209 173 1
pixel 8363: 204 175 2
pixel 8364: 211 180 1
pixel 8365: 212 175 6
pixel 8366: 222 173 20
pixel 8367: 193 115 1
pixel 8368: 173 57 1
pixel 8369: 198 55 4
pixel 8370: 197 45 1
pixel 8371: 206 62 6
pixel 8372: 224 109 22
pixel 8373: 228 151 26
pixel 8374: 227 173 23
pixel 8375: 202 152 2
pixel 8376: 189 143 1
pixel 8377: 194 149 4
pixel 8378: 204 161 18
pixel 8379: 195 152 13
pixel 8380: 145 101 1
pixel 8381: 153 107 1
pixel 8382: 192 147 38
pixel 8383: 206 164 50
pixel 8384: 194 152 30
pixel 8385: 179 134 5
pixel 8386: 173 125 1
pixel 8387: 188 141 2
pixel 8388: 198 158 18
pixel 8389: 202 171 36
pixel 8390: 145 128 7
pixel 8391: 105 101 1
pixel 8392: 125 129 21
pixel 8393: 164 164 52
pixel 8394: 177 168 47
pixel 8395: 181 159 25
pixel 8396: 197 167 21
pixel 8397: 207 165 11
pixel 8398: 195 153 3
pixel 8399: 204 161 2
pixel 8400: 191 148 1
pixel 8401: 203 162 1
pixel 8402: 217 177 9
pixel 8403: 212 179 6
pixel 8404: 216 189 10
pixel 8405: 220 196 16
pixel 8406: 228 208 24
pixel 8407: 230 208 26
pixel 8408: 224 204 20
pixel 8409: 214 191 12
pixel 8410: 196 171 2
pixel 8411: 172 149 2
pixel 8412: 147 130 1
pixel 8413: 132 121 2
pixel 8414: 161 147 1
pixel 8415: 172 157 2
pixel 8416: 176 159 2
pixel 8417: 179 160 1
pixel 8418: 180 157 2
pixel 8419: 187 157 7
pixel 8420: 197 155 21
pixel 8421: 141 85 1
pixel 8422: 129 57 1
pixel 8423: 162 86 2
pixel 8424: 205 132 39
pixel 8425: 197 136 31
pixel 8426: 174 118 10
pixel 8427: 157 98 3
pixel 8428: 163 97 7
pixel 8429: 157 80 3
pixel 8430: 154 66 2
pixel 8431: 152 65 2
pixel 8432: 164 92 8
pixel 8433: 174 121 16
pixel 8434: 168 128 8
pixel 8435: 159 118 1
pixel 8436: 156 115 2
pixel 8437: 169 122 11
pixel 8438: 174 126 22
pixel 8439: 126 80 2
pixel 8440: 68 33 2
pixel 8441: 48 25 2
pixel 8442: 40 27 2
pixel 8443: 31 25 7
pixel 8444: 28 25 18
pixel 8445: 27 24 21
pixel 8446: 25 23 21
pixel 8447: 26 24 22
pixel 8448: 25 26 23
pixel 8449: 24 24 20
pixel 8450: 43 40 33
pixel 8451: 80 76 64
pixel 8452: 90 85 68
pixel 8453: 95 91 71
pixel 8454: 78 75 52
pixel 8455: 59 53 27
pixel 8456: 70 63 28
pixel 8457: 74 61 20
pixel 8458: 79 66 13
pixel 8459: 100 87 22
pixel 8460: 113 100 19
pixel 8461: 122 107 8
pixel 8462: 131 114 1
pixel 8463: 149 127 1
pixel 8464: 159 138 1
pixel 8465: 161 141 1
pixel 8466: 176 155 2
pixel 8467: 187 170 1
pixel 8468: 193 175 1
pixel 8469: 193 177 1
pixel 8470: 194 177 0
pixel 8471: 198 180 2
pixel 8472: 199 180 1
pixel 8473: 201 179 1
pixel 8474: 203 180 1
pixel 8475: 205 181 1
pixel 8476: 206 184 2
pixel 8477: 207 184 1
pixel 8478: 206 183 0
pixel 8479: 210 182 6
pixel 8480: 216 181 22
pixel 8481: 210 148 26
pixel 8482: 193 99 13
pixel 8483: 196 67 10
pixel 8484: 199 52 9
pixel 8485: 206 45 16
pixel 8486: 202 46 10
pixel 8487: 194 56 2
pixel 8488: 191 68 1
pixel 8489: 183 74 1
pixel 8490: 193 105 1
pixel 8491: 198 126 2
pixel 8492: 196 126 0
pixel 8493: 192 116 0
pixel 8494: 169 79 1
pixel 8495: 180 68 0
pixel 8496: 197 59 5
pixel 8497: 198 54 6
pixel 8498: 206 63 8
pixel 8499: 227 98 29
pixel 8500: 245 143 45
pixel 8501: 233 164 31
pixel 8502: 209 156 7
pixel 8503: 198 149 4
pixel 8504: 201 157 9
pixel 8505: 184 144 12
pixel 8506: 137 101 1
pixel 8507: 146 113 4
pixel 8508: 192 155 34
pixel 8509: 197 160 39
pixel 8510: 199 158 33
pixel 8511: 185 145 13
pixel 8512: 169 125 1
pixel 8513: 178 131 4
pixel 8514: 196 151 18
pixel 8515: 197 161 33
pixel 8516: 148 129 18
pixel 8517: 106 95 4
pixel 8518: 138 132 42
pixel 8519: 167 160 69
pixel 8520: 180 167 62
pixel 8521: 182 154 30
pixel 8522: 188 149 10
pixel 8523: 196 156 8
pixel 8524: 209 167 9
pixel 8525: 193 151 1
pixel 8526: 208 166 0
pixel 8527: 212 171 2
pixel 8528: 219 180 13
pixel 8529: 219 183 15
pixel 8530: 218 189 12
pixel 8531: 220 197 14
pixel 8532: 231 208 21
pixel 8533: 230 208 22
pixel 8534: 226 203 16
pixel 8535: 214 190 10
pixel 8536: 202 180 6
pixel 8537: 177 155 1
pixel 8538: 151 132 1
pixel 8539: 143 126 1
pixel 8540: 145 131 1
pixel 8541: 147 136 1
pixel 8542: 143 132 1
pixel 8543: 172 157 6
pixel 8544: 176 159 2
pixel 8545: 177 157 1
pixel 8546: 180 161 2
pixel 8547: 185 160 3
pixel 8548: 183 145 7
pixel 8549: 167 116 1
pixel 8550: 155 86 1
pixel 8551: 143 64 1
pixel 8552: 175 97 7
pixel 8553: 178 104 6
pixel 8554: 148 69 2
pixel 8555: 156 72 0
pixel 8556: 169 82 3
pixel 8557: 175 84 9
